con_description,lang,votes,mos,mos_std
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,8.0,2.375,0.916125381312904
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,1.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,1.0,0.0
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,9.0,1.33333333333333,0.5
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,10.0,1.2,0.421637021355784
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,4.0,1.75,0.5
Skype,en,8.0,2.25,0.707106781186548
VoIP-landline to mobile,en,5.0,1.8,0.8366600265340759
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,1.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,1.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,8.0,1.5,0.7559289460184542
VoIP-landline to mobile,en,4.0,1.25,0.5
Skype,en,5.0,1.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,2.0,0.707106781186548
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,2.0,0.0
VoIP-landline to mobile,en,6.0,1.5,0.8366600265340759
Skype,en,5.0,3.2,1.30384048104053
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,8.0,1.125,0.353553390593274
Skype,en,5.0,2.6,1.51657508881031
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,2.6,0.8944271909999159
VoIP-landline to mobile,en,5.0,1.4,0.8944271909999159
Skype,en,5.0,1.6,0.8944271909999159
VoIP-landline to mobile,en,4.0,1.75,0.5
Skype,en,5.0,3.4,0.547722557505166
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,2.6,0.547722557505166
Skype,en,5.0,2.8,0.4472135954999579
Skype,en,5.0,2.4,0.8944271909999159
Skype,en,5.0,2.0,0.707106781186548
Skype,en,5.0,1.6,0.547722557505166
Skype,en,4.0,1.75,0.957427107756338
Skype,en,9.0,2.22222222222222,0.833333333333333
Skype,en,5.0,3.6,0.547722557505166
Skype,en,5.0,3.0,1.0
Skype,en,5.0,2.6,0.8944271909999159
Skype,en,5.0,2.0,0.0
Skype,en,5.0,3.6,1.34164078649987
Skype,en,5.0,3.0,0.707106781186548
Skype,en,5.0,2.6,0.8944271909999159
Skype,en,5.0,2.8,0.8366600265340759
Skype,en,5.0,2.2,0.8366600265340759
Skype,en,5.0,2.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.2,0.8366600265340759
Skype,en,5.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,2.2,0.8366600265340759
Skype,en,6.0,2.1666666666666696,0.7527726527090809
VoIP-landline to mobile,en,4.0,1.0,0.0
Skype,en,5.0,2.6,0.547722557505166
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,1.0,0.0
VoIP-landline to mobile,en,5.0,2.2,0.8366600265340759
Skype,en,4.0,1.5,1.0
VoIP-landline to mobile,en,5.0,2.4,0.8944271909999159
Skype,en,5.0,3.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,2.4,1.14017542509914
VoIP-landline to mobile,en,4.0,1.25,0.5
Skype,en,8.0,3.125,1.1259916264596
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,5.0,3.0,1.0
VoIP-landline to mobile,en,5.0,2.2,0.4472135954999579
Skype,en,8.0,2.0,0.7559289460184542
VoIP-landline to mobile,en,4.0,2.0,0.0
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.8,0.8366600265340759
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,2.2,0.4472135954999579
Skype,en,5.0,3.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,1.6,0.547722557505166
VoIP-landline to mobile,en,6.0,2.5,1.04880884817015
Skype,en,6.0,2.3333333333333304,1.50554530541816
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,2.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.6,0.8944271909999159
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,8.0,2.75,0.886405260427918
VoIP-landline to mobile,en,5.0,2.2,0.4472135954999579
Skype,en,5.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,2.0,0.0
Skype,en,5.0,2.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.0,0.0
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.4,0.8944271909999159
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,1.6,0.8944271909999159
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,1.0,0.0
VoIP-landline to mobile,en,5.0,2.2,0.8366600265340759
Skype,en,5.0,1.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.0,0.0
Skype,en,5.0,2.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,4.0,3.5,0.577350269189626
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,2.0,0.707106781186548
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,2.0,1.0
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,7.0,2.42857142857143,0.975900072948533
VoIP-landline to mobile,en,5.0,1.6,0.8944271909999159
Skype,en,4.0,2.5,1.0
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,3.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,2.6,0.547722557505166
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,4.0,2.0,0.8164965809277259
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,4.0,2.75,0.5
Skype,en,5.0,2.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,5.0,2.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,3.0,0.707106781186548
Skype,en,5.0,3.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,9.0,2.44444444444444,0.52704627669473
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,8.0,1.125,0.353553390593274
VoIP-landline to mobile,en,5.0,1.4,0.8944271909999159
Skype,en,4.0,1.25,0.5
VoIP-landline to mobile,en,4.0,1.25,0.5
Skype,en,6.0,2.1666666666666696,0.983192080250175
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,1.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,2.4,0.547722557505166
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,10.0,2.0,0.8164965809277259
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,9.0,2.0,0.707106781186548
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.4,0.547722557505166
Skype,en,8.0,1.875,0.353553390593274
VoIP-landline to mobile,en,5.0,2.6,0.8944271909999159
Skype,en,5.0,2.6,0.8944271909999159
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,2.4,0.547722557505166
VoIP-landline to mobile,en,5.0,3.2,0.8366600265340759
Skype,en,5.0,4.0,1.0
VoIP-landline to mobile,en,5.0,3.2,0.4472135954999579
Skype,en,5.0,4.0,0.707106781186548
VoIP-landline to mobile,en,5.0,3.6,0.547722557505166
Skype,en,9.0,3.0,1.0
VoIP-landline to mobile,en,4.0,3.0,0.0
Skype,en,5.0,3.4,0.8944271909999159
VoIP-landline to mobile,en,4.0,3.0,0.8164965809277259
Skype,en,5.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,3.2,0.8366600265340759
Skype,en,5.0,3.2,0.4472135954999579
VoIP-landline to mobile,en,4.0,4.25,0.5
Skype,en,5.0,3.6,1.14017542509914
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,5.0,2.8,1.09544511501033
VoIP-landline to mobile,en,5.0,3.2,0.8366600265340759
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.4,1.14017542509914
Skype,en,5.0,2.6,0.547722557505166
VoIP-landline to mobile,en,5.0,2.4,1.14017542509914
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.2,0.4472135954999579
Skype,en,5.0,3.0,1.0
VoIP-landline to mobile,en,5.0,2.0,1.22474487139159
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.6,0.547722557505166
Skype,en,5.0,2.0,0.707106781186548
VoIP-landline to mobile,en,7.0,1.85714285714286,0.6900655593423539
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,7.0,1.57142857142857,0.534522483824849
Skype,en,5.0,2.4,0.547722557505166
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,2.6,0.547722557505166
VoIP-landline to mobile,en,5.0,3.2,0.4472135954999579
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,3.0,0.707106781186548
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,4.0,3.0,0.0
Skype,en,5.0,3.4,1.14017542509914
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,5.0,2.0,0.707106781186548
VoIP-landline to mobile,en,4.0,3.75,0.957427107756338
Skype,en,5.0,3.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.0,1.0
Skype,en,5.0,2.2,0.8366600265340759
VoIP-landline to mobile,en,4.0,3.0,0.0
Skype,en,5.0,2.4,0.547722557505166
VoIP-landline to mobile,en,10.0,3.0,1.15470053837925
Skype,en,5.0,3.0,0.0
VoIP-landline to mobile,en,5.0,2.8,0.8366600265340759
Skype,en,5.0,3.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,2.8,0.8366600265340759
Skype,en,5.0,2.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,3.4,0.547722557505166
Skype,en,5.0,3.4,0.547722557505166
VoIP-landline to mobile,en,5.0,3.4,1.34164078649987
Skype,en,5.0,3.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,2.4,0.8944271909999159
Skype,en,5.0,3.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,3.2,0.8366600265340759
Skype,en,8.0,3.375,0.7440238091428449
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,10.0,2.7,0.674948557710553
VoIP-landline to mobile,en,8.0,2.5,0.9258200997725508
Skype,en,4.0,3.25,0.957427107756338
VoIP-landline to mobile,en,5.0,3.2,0.8366600265340759
Skype,en,9.0,3.0,0.707106781186548
VoIP-landline to mobile,en,5.0,3.6,0.8944271909999159
Skype,en,7.0,3.4285714285714306,0.534522483824849
VoIP-landline to mobile,en,5.0,2.8,0.8366600265340759
Skype,en,5.0,3.4,0.8944271909999159
VoIP-landline to mobile,en,5.0,2.8,0.8366600265340759
Skype,en,5.0,3.2,0.4472135954999579
VoIP-landline to mobile,en,4.0,2.5,0.577350269189626
Skype,en,5.0,3.0,1.0
VoIP-landline to mobile,en,5.0,3.0,0.707106781186548
Skype,en,5.0,3.0,0.0
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,5.0,1.6,0.547722557505166
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,2.6,0.547722557505166
Skype,en,5.0,2.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,2.8,0.4472135954999579
Skype,en,5.0,2.2,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.6,0.8944271909999159
VoIP-landline to mobile,en,4.0,2.25,0.5
Skype,en,5.0,2.2,1.30384048104053
VoIP-landline to mobile,en,5.0,2.4,0.547722557505166
Skype,en,5.0,1.6,0.8944271909999159
VoIP-landline to mobile,en,5.0,1.8,0.8366600265340759
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.4,0.8944271909999159
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,5.0,2.0,0.707106781186548
Skype,en,5.0,1.8,0.4472135954999579
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,5.0,1.8,0.8366600265340759
VoIP-landline to mobile,en,5.0,1.2,0.4472135954999579
Skype,en,5.0,1.6,0.547722557505166
VoIP-landline to mobile,en,5.0,1.8,0.8366600265340759
Skype,en,5.0,1.8,0.8366600265340759
VoIP-landline to mobile,en,9.0,1.0,0.0
Skype,en,5.0,1.0,0.0
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,7.0,1.0,0.0
VoIP-landline to mobile,en,5.0,1.0,0.0
Skype,en,9.0,1.77777777777778,0.833333333333333
VoIP-landline to mobile,en,5.0,1.8,0.4472135954999579
Skype,en,5.0,1.2,0.4472135954999579
VoIP-landline to mobile,en,6.0,1.0,0.0
Skype,en,8.0,1.0,0.0
simulated,en,5.0,1.6,0.8944271909999159
simulated,en,5.0,1.6,0.8944271909999159
simulated,en,5.0,1.6,0.547722557505166
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,5.0,2.4,0.8944271909999159
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,5.0,2.4,0.8944271909999159
simulated,en,5.0,2.4,0.547722557505166
simulated,en,5.0,2.8,1.09544511501033
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,5.0,2.8,0.8366600265340759
simulated,en,5.0,2.8,0.8366600265340759
simulated,en,5.0,2.8,0.8366600265340759
simulated,en,5.0,2.6,0.547722557505166
simulated,en,5.0,2.4,0.8944271909999159
simulated,en,5.0,3.2,0.4472135954999579
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.2,0.8366600265340759
simulated,en,5.0,3.2,1.09544511501033
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,7.0,3.14285714285714,0.6900655593423539
simulated,en,5.0,3.2,0.8366600265340759
simulated,en,5.0,3.8,0.4472135954999579
simulated,en,5.0,3.4,1.14017542509914
simulated,en,5.0,4.4,0.8944271909999159
simulated,en,5.0,3.6,0.547722557505166
simulated,en,7.0,3.71428571428571,0.951189731211342
simulated,en,5.0,3.8,0.4472135954999579
simulated,en,5.0,4.0,1.0
simulated,en,5.0,4.2,1.09544511501033
simulated,en,5.0,4.0,0.707106781186548
simulated,en,5.0,4.0,0.707106781186548
simulated,en,4.0,4.0,0.8164965809277259
simulated,en,5.0,3.0,1.22474487139159
simulated,en,5.0,4.0,0.0
simulated,en,5.0,4.4,0.8944271909999159
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,4.0,4.5,0.577350269189626
simulated,en,5.0,4.0,0.707106781186548
simulated,en,4.0,3.75,0.957427107756338
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,2.0,0.707106781186548
simulated,en,8.0,2.25,0.707106781186548
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,5.0,3.4,0.547722557505166
simulated,en,4.0,3.75,0.5
simulated,en,3.0,3.0,0.0
simulated,en,5.0,2.6,0.8944271909999159
simulated,en,5.0,3.0,1.58113883008419
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,4.0,3.75,1.25830573921179
simulated,en,8.0,4.625,0.7440238091428449
simulated,en,8.0,3.625,0.517549169506766
simulated,en,4.0,3.75,0.5
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,10.0,3.4,0.516397779494322
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,3.4,1.14017542509914
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,6.0,4.33333333333333,0.516397779494322
simulated,en,5.0,3.0,1.58113883008419
simulated,en,5.0,3.6,0.8944271909999159
simulated,en,4.0,3.75,0.957427107756338
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,5.0,0.0
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,5.0,4.0,0.707106781186548
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,5.0,4.4,0.8944271909999159
simulated,en,4.0,4.5,0.577350269189626
simulated,en,5.0,4.8,0.4472135954999579
simulated,en,9.0,4.77777777777778,0.440958551844098
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,3.6,1.14017542509914
simulated,en,5.0,4.0,1.22474487139159
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,4.0,4.0,1.4142135623731005
simulated,en,5.0,5.0,0.0
simulated,en,5.0,5.0,0.0
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,3.8,0.4472135954999579
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,4.4,0.8944271909999159
simulated,en,5.0,2.2,1.30384048104053
simulated,en,5.0,3.4,0.547722557505166
simulated,en,4.0,2.75,0.957427107756338
simulated,en,5.0,3.2,0.8366600265340759
simulated,en,5.0,4.0,0.707106781186548
simulated,en,5.0,2.8,0.8366600265340759
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,2.6,0.547722557505166
simulated,en,5.0,2.8,1.30384048104053
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,8.0,2.375,0.916125381312904
simulated,en,5.0,1.6,0.547722557505166
simulated,en,5.0,2.6,1.14017542509914
simulated,en,5.0,2.4,0.8944271909999159
simulated,en,5.0,2.8,1.48323969741913
simulated,en,5.0,3.0,0.707106781186548
simulated,en,9.0,1.6666666666666698,0.5
simulated,en,5.0,2.2,0.4472135954999579
simulated,en,8.0,1.875,0.640869944461656
simulated,en,5.0,1.6,0.8944271909999159
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,2.0,0.707106781186548
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,5.0,2.0,1.22474487139159
simulated,en,5.0,1.8,0.4472135954999579
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,4.0,1.25,0.5
simulated,en,6.0,1.33333333333333,0.516397779494322
simulated,en,5.0,4.2,0.4472135954999579
simulated,en,4.0,4.0,0.8164965809277259
simulated,en,5.0,5.0,0.0
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,3.2,0.4472135954999579
simulated,en,5.0,2.8,0.4472135954999579
simulated,en,4.0,2.75,0.5
simulated,en,5.0,2.8,0.8366600265340759
simulated,en,5.0,2.2,1.09544511501033
simulated,en,5.0,2.0,0.707106781186548
simulated,en,5.0,2.4,0.547722557505166
simulated,en,8.0,2.625,0.517549169506766
simulated,en,5.0,3.0,0.0
simulated,en,3.0,1.33333333333333,0.577350269189626
simulated,en,5.0,2.4,0.547722557505166
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,4.0,2.75,0.957427107756338
simulated,en,5.0,2.6,0.547722557505166
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,4.0,2.25,1.25830573921179
simulated,en,4.0,2.5,0.577350269189626
simulated,en,5.0,1.8,0.4472135954999579
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.6,0.547722557505166
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.4,0.8944271909999159
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,1.8,0.8366600265340759
simulated,en,4.0,1.5,0.577350269189626
simulated,en,5.0,1.6,0.547722557505166
simulated,en,8.0,1.75,0.462910049886276
simulated,en,5.0,2.0,0.707106781186548
simulated,en,5.0,2.2,0.4472135954999579
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,4.0,2.5,1.29099444873581
simulated,en,5.0,2.6,1.14017542509914
simulated,en,5.0,2.0,0.707106781186548
simulated,en,7.0,1.7142857142857095,0.7559289460184551
simulated,en,5.0,2.4,0.547722557505166
simulated,en,5.0,2.0,0.0
simulated,en,5.0,1.8,0.4472135954999579
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,3.0,1.0
simulated,en,5.0,3.0,1.0
simulated,en,5.0,2.0,0.707106781186548
simulated,en,10.0,3.0,0.471404520791032
simulated,en,5.0,3.2,0.4472135954999579
simulated,en,5.0,3.0,1.0
simulated,en,5.0,2.8,1.30384048104053
simulated,en,5.0,2.8,0.4472135954999579
simulated,en,5.0,3.4,1.14017542509914
simulated,en,5.0,3.2,0.8366600265340759
simulated,en,5.0,2.8,0.4472135954999579
simulated,en,5.0,2.0,1.0
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,2.6,1.14017542509914
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,3.0,1.22474487139159
simulated,en,5.0,4.0,0.707106781186548
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,4.0,0.0
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,5.0,4.4,0.8944271909999159
simulated,en,4.0,1.25,0.5
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,5.0,0.0
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,4.6,0.8944271909999159
simulated,en,5.0,4.0,0.707106781186548
simulated,en,10.0,4.3,0.823272602348565
simulated,en,5.0,2.4,1.34164078649987
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,4.8,0.4472135954999579
simulated,en,5.0,5.0,0.0
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,4.2,0.4472135954999579
simulated,en,5.0,4.6,0.8944271909999159
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,9.0,4.55555555555556,0.726483157256779
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,4.0,0.707106781186548
simulated,en,8.0,4.75,0.462910049886276
simulated,en,5.0,4.0,0.707106781186548
simulated,en,5.0,3.6,0.8944271909999159
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,4.2,0.4472135954999579
simulated,en,5.0,4.2,0.8366600265340759
simulated,en,5.0,4.8,0.4472135954999579
simulated,en,6.0,4.66666666666667,0.516397779494322
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,1.0,0.0
simulated,en,10.0,1.0,0.0
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,1.0,0.0
simulated,en,5.0,1.2,0.4472135954999579
simulated,en,5.0,2.6,0.547722557505166
simulated,en,5.0,2.8,0.4472135954999579
simulated,en,5.0,2.8,0.4472135954999579
simulated,en,5.0,1.8,0.4472135954999579
simulated,en,5.0,2.4,0.547722557505166
simulated,en,5.0,3.2,0.4472135954999579
simulated,en,5.0,2.0,1.0
simulated,en,5.0,2.2,0.4472135954999579
simulated,en,5.0,1.6,0.547722557505166
simulated,en,5.0,3.6,0.8944271909999159
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.0,1.0
simulated,en,5.0,1.4,0.8944271909999159
simulated,en,4.0,1.25,0.5
simulated,en,4.0,3.0,0.0
simulated,en,5.0,2.2,0.4472135954999579
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,4.6,0.547722557505166
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,2.6,1.14017542509914
simulated,en,5.0,1.4,0.547722557505166
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,2.4,0.547722557505166
simulated,en,5.0,2.2,0.4472135954999579
simulated,en,5.0,2.0,0.707106781186548
simulated,en,5.0,2.0,0.707106781186548
simulated,en,5.0,2.2,0.8366600265340759
simulated,en,5.0,2.6,0.8944271909999159
simulated,en,6.0,2.6666666666666696,0.8164965809277259
simulated,en,5.0,3.4,0.8944271909999159
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,2.4,0.8944271909999159
simulated,en,5.0,3.4,0.547722557505166
simulated,en,5.0,3.6,0.8944271909999159
simulated,en,6.0,3.8333333333333295,0.7527726527090809
simulated,en,5.0,4.0,0.0
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,2.2,1.09544511501033
simulated,en,5.0,2.6,0.547722557505166
simulated,en,4.0,1.5,0.577350269189626
simulated,en,5.0,3.2,1.09544511501033
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.2,0.8366600265340759
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,3.8,0.8366600265340759
simulated,en,5.0,3.0,0.707106781186548
simulated,en,5.0,3.6,0.547722557505166
simulated,en,5.0,4.4,0.547722557505166
simulated,en,5.0,3.6,0.8944271909999159
simulated,en,7.0,4.28571428571429,0.7559289460184551
simulated,en,5.0,4.0,0.707106781186548
